;Unnamed: 0;NU_INSCRICAO;TP_SEXO;TP_COR_RACA;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;NO_MUNICIPIO_PROVA;CO_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TP_LINGUA;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
15960;2293678;210054405924;M;3;2;0;2;1.0;0;2108405.0;Peri Mirim;MA;2.0;1.0;1.0;Pinheiro;21;1;1;1;1;467.7;382.3;401.5;433.0;1;1.0;120.0;80.0;60.0;80.0;0.0;340.0;E;E;B;B;6.0;A;A;C;E;A;B;C;A;A;A;B;A;A;C;A;A;C;A;A;B
15963;2293763;210053764896;M;1;2;0;3;1.0;0;2101608.0;Barra do Corda;MA;4.0;1.0;1.0;Barra do Corda;21;1;1;1;1;487.2;596.8;535.9;413.8;0;1.0;100.0;120.0;120.0;100.0;80.0;520.0;E;E;C;D;4.0;C;A;D;E;B;B;B;B;B;A;A;A;A;C;B;B;B;A;B;B
15964;2294167;210053229927;F;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;Anajatuba;21;1;1;1;1;345.5;385.1;452.0;419.3;1;1.0;100.0;120.0;120.0;120.0;0.0;460.0;G;E;D;D;3.0;D;A;B;D;A;B;B;B;A;A;B;A;A;B;B;B;D;A;B;B
15965;2294275;210051621307;F;3;2;0;2;1.0;0;2102408.0;CajapiÃ³;MA;2.0;1.0;1.0;SÃ£o Vicente Ferrer;21;1;1;1;1;434.7;340.4;403.1;364.4;1;1.0;80.0;100.0;80.0;100.0;80.0;440.0;C;B;F;A;5.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
15966;2294782;210053559086;F;3;2;0;2;1.0;0;2103406.0;Coelho Neto;MA;2.0;1.0;1.0;Coelho Neto;21;1;1;1;1;432.7;405.0;418.1;412.3;1;1.0;80.0;40.0;40.0;100.0;40.0;300.0;A;B;A;A;4.0;A;A;B;C;A;A;B;A;A;A;A;A;A;B;B;A;B;A;A;A
15968;2295173;210053306934;F;3;2;0;2;1.0;0;2109452.0;Raposa;MA;2.0;2.0;1.0;Raposa;21;1;1;1;1;417.0;385.3;513.9;416.1;1;8.0;0.0;0.0;0.0;0.0;0.0;0.0;H;H;F;F;3.0;B;A;B;A;A;A;B;B;A;A;A;A;A;B;A;A;D;A;A;B
15969;2295283;210054096668;M;2;2;0;2;1.0;0;2108603.0;Pinheiro;MA;1.0;1.0;1.0;Pinheiro;21;1;1;1;1;413.4;450.8;463.7;531.9;1;1.0;100.0;200.0;160.0;160.0;120.0;740.0;H;H;A;A;3.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
15970;2295593;210052746796;F;2;2;0;2;1.0;0;2102374.0;Cachoeira Grande;MA;2.0;1.0;1.0;RosÃ¡rio;21;1;1;1;1;389.1;472.8;458.0;428.8;1;1.0;100.0;100.0;80.0;120.0;0.0;400.0;C;E;F;A;4.0;A;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
15971;2295775;210054132052;M;3;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;409.5;475.6;474.6;567.6;0;1.0;140.0;200.0;120.0;120.0;60.0;640.0;F;F;D;D;6.0;F;A;B;D;B;A;B;A;A;A;B;A;A;C;A;B;E;A;A;B
15973;2296515;210053209399;M;1;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;508.1;369.1;426.7;559.4;0;1.0;100.0;200.0;120.0;120.0;120.0;660.0;E;E;D;D;3.0;C;A;C;C;A;A;B;B;A;A;B;A;A;B;A;A;C;A;B;B
15974;2296893;210051683953;F;1;2;0;2;1.0;0;2111052.0;SÃ£o JoÃ£o do ParaÃ­so;MA;2.0;1.0;1.0;Porto Franco;21;1;1;1;1;392.6;391.6;469.5;370.3;1;1.0;120.0;120.0;120.0;140.0;120.0;620.0;E;E;D;C;4.0;F;A;B;C;B;B;B;A;A;A;A;A;A;A;A;A;E;A;B;B
15975;2296965;210053551267;M;1;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;430.9;422.9;491.3;527.8;0;1.0;100.0;120.0;100.0;140.0;180.0;640.0;G;F;E;D;4.0;J;A;C;C;B;A;B;A;B;A;A;A;A;C;A;B;D;A;B;B
15976;2297106;210051177322;F;3;2;0;2;1.0;0;2112209.0;Timon;MA;2.0;1.0;1.0;Timon;21;1;1;1;1;440.2;588.2;537.3;594.0;0;1.0;140.0;120.0;100.0;140.0;120.0;620.0;F;F;E;D;4.0;O;A;E;D;B;A;C;C;B;A;A;A;A;E;A;A;E;A;D;B
15977;2297150;210052173504;M;3;2;0;2;1.0;0;2106904.0;MonÃ§Ã£o;MA;2.0;1.0;1.0;PindarÃ©-Mirim;21;1;1;1;1;470.0;445.1;418.3;440.4;0;1.0;80.0;120.0;100.0;100.0;100.0;500.0;C;E;A;D;4.0;F;A;B;D;B;B;B;A;B;A;A;A;A;C;A;A;E;A;A;B
15978;2297307;210052537847;F;1;2;0;2;1.0;0;2101608.0;Barra do Corda;MA;2.0;1.0;1.0;Barra do Corda;21;1;1;1;1;471.2;506.8;487.6;432.7;0;1.0;100.0;120.0;100.0;160.0;160.0;640.0;H;E;F;B;4.0;A;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
15979;2297649;210054118127;F;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;429.8;454.1;482.3;617.4;1;1.0;100.0;160.0;120.0;120.0;40.0;540.0;E;G;D;D;4.0;G;A;C;D;B;A;B;B;B;A;A;A;A;C;B;A;E;A;B;B
15981;2298049;210054009143;M;3;2;0;2;1.0;0;2112704.0;Vargem Grande;MA;2.0;1.0;1.0;Vargem Grande;21;1;1;1;1;484.5;550.4;458.4;460.7;0;1.0;60.0;120.0;100.0;100.0;180.0;560.0;B;B;A;A;4.0;B;A;B;C;A;B;B;B;A;A;A;A;A;B;A;B;C;A;A;B
15982;2298070;210053986950;M;3;2;0;2;1.0;0;2105302.0;Imperatriz;MA;1.0;1.0;1.0;Imperatriz;21;1;1;1;1;583.5;626.9;601.2;656.4;0;1.0;160.0;120.0;160.0;160.0;100.0;700.0;E;E;D;B;4.0;I;A;C;D;A;A;B;B;B;A;B;A;B;D;A;A;E;A;C;B
15985;2298716;210053171521;M;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;1.0;2.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;417.5;374.1;462.0;442.3;1;4.0;0.0;0.0;0.0;0.0;0.0;0.0;H;E;F;F;5.0;N;A;B;D;A;A;B;A;B;A;A;A;A;B;A;B;E;A;B;B
15986;2298739;210052063644;M;3;2;0;2;1.0;0;2101301.0;Bacuri;MA;2.0;1.0;1.0;Bacuri;21;1;1;1;1;479.0;469.3;499.7;600.3;0;1.0;120.0;120.0;100.0;120.0;100.0;560.0;E;E;A;D;4.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
15987;2298786;210053556033;F;1;2;0;2;1.0;0;2107506.0;PaÃ§o do Lumiar;MA;2.0;1.0;1.0;PaÃ§o do Lumiar;21;1;1;1;1;470.7;455.2;520.8;436.6;1;1.0;120.0;200.0;120.0;120.0;140.0;700.0;H;C;A;A;4.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
15989;2299314;210051102941;M;1;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;513.3;457.3;518.9;441.7;0;1.0;100.0;120.0;80.0;120.0;60.0;480.0;E;E;B;B;4.0;E;A;C;C;A;A;B;B;B;A;B;A;A;D;A;A;E;A;B;B
15990;2299391;210052308742;F;2;2;0;3;0.0;0;2108454.0;PeritorÃ³;MA;4.0;1.0;1.0;Pedreiras;21;1;1;1;1;443.7;404.3;469.6;626.9;1;1.0;120.0;120.0;160.0;120.0;100.0;620.0;C;G;C;D;3.0;J;D;C;D;C;B;B;B;B;A;B;A;B;D;B;B;E;A;B;B
15991;2299433;210053017712;M;1;2;0;2;1.0;0;2103000.0;Caxias;MA;4.0;1.0;1.0;Caxias;21;1;1;1;1;620.0;635.8;591.6;695.2;0;1.0;160.0;200.0;140.0;160.0;200.0;860.0;D;E;D;B;5.0;F;C;C;C;B;B;B;B;B;A;B;A;A;C;B;A;E;A;B;B
15992;2299482;210053202664;M;3;2;0;3;1.0;0;2105302.0;Imperatriz;MA;4.0;1.0;1.0;Imperatriz;21;1;1;1;1;554.3;531.0;464.9;460.9;1;1.0;100.0;120.0;120.0;140.0;120.0;600.0;E;G;C;D;4.0;H;A;C;C;C;A;C;B;A;A;A;A;A;C;A;A;D;B;C;B
15994;2299586;210053559266;M;3;2;0;2;1.0;0;2101400.0;Balsas;MA;2.0;1.0;1.0;Balsas;21;1;1;1;1;566.4;556.6;508.9;569.2;0;1.0;120.0;120.0;120.0;140.0;80.0;580.0;B;E;A;B;4.0;C;A;B;C;A;B;B;A;A;A;A;A;A;B;B;A;D;A;A;B
15995;2299656;210052851492;F;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;420.0;467.9;475.6;389.5;1;1.0;120.0;120.0;120.0;140.0;80.0;580.0;B;B;A;A;7.0;A;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;A
15996;2299819;210052760603;F;0;2;0;2;1.0;0;2105906.0;Lago Verde;MA;2.0;1.0;1.0;Bacabal;21;1;1;1;1;492.5;533.7;319.1;385.3;0;1.0;120.0;120.0;100.0;100.0;120.0;560.0;B;B;A;A;4.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
16000;2299976;210053990105;M;3;2;0;3;1.0;0;2105302.0;Imperatriz;MA;4.0;1.0;1.0;Imperatriz;21;1;1;1;1;581.1;577.1;508.3;510.1;0;1.0;120.0;120.0;100.0;140.0;160.0;640.0;E;C;D;D;5.0;G;A;C;D;B;A;B;B;B;A;B;A;B;C;B;A;E;A;B;B
16001;2300077;210054420894;F;2;2;0;2;1.0;0;2102002.0;Bom Jardim;MA;2.0;1.0;1.0;Bom Jardim;21;1;1;1;1;399.6;353.8;377.1;384.7;1;1.0;120.0;120.0;80.0;120.0;0.0;440.0;C;C;A;A;6.0;B;A;B;D;A;C;B;B;A;A;A;A;A;B;A;A;D;A;A;B
16002;2300494;210053754555;F;3;2;0;2;1.0;0;2101202.0;Bacabal;MA;2.0;1.0;1.0;Bacabal;21;1;1;1;1;375.0;425.6;364.8;433.8;1;1.0;120.0;120.0;100.0;120.0;80.0;540.0;E;E;B;B;4.0;D;A;B;C;A;B;B;B;A;A;A;A;A;B;A;B;D;A;B;B
16003;2300650;210051554176;F;3;2;0;3;1.0;0;2105302.0;Imperatriz;MA;4.0;1.0;1.0;Imperatriz;21;1;1;1;1;386.9;421.5;471.6;466.0;1;1.0;160.0;180.0;200.0;160.0;200.0;900.0;F;G;B;D;4.0;G;A;C;C;B;A;B;A;B;B;A;A;A;B;A;A;E;A;B;B
16004;2300753;210052640452;F;3;2;0;2;1.0;0;2105005.0;Humberto de Campos;MA;2.0;1.0;1.0;Humberto de Campos;21;1;1;1;1;347.2;450.1;408.9;380.9;1;6.0;0.0;0.0;0.0;0.0;0.0;0.0;B;D;A;A;3.0;B;A;B;C;B;A;B;A;A;A;A;A;A;A;A;A;D;A;A;B
16005;2300802;210052252351;F;1;2;0;2;1.0;0;2105302.0;Imperatriz;MA;2.0;1.0;1.0;Amarante do MaranhÃ£o;21;1;1;1;1;386.2;369.6;341.2;437.0;1;1.0;100.0;120.0;100.0;120.0;120.0;560.0;E;E;C;B;2.0;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
16006;2300818;210051476688;F;1;2;0;2;1.0;0;2109007.0;Porto Franco;MA;2.0;1.0;1.0;Porto Franco;21;1;1;1;1;371.2;498.0;500.7;467.0;0;1.0;120.0;160.0;120.0;160.0;140.0;700.0;B;E;B;B;4.0;C;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;B;B
16007;2300819;210053549706;M;3;2;0;2;1.0;0;2105302.0;Imperatriz;MA;2.0;1.0;1.0;Imperatriz;21;1;1;1;1;459.1;398.3;419.0;497.8;1;1.0;80.0;120.0;80.0;120.0;100.0;500.0;C;C;A;A;3.0;B;A;B;C;A;B;B;A;B;B;A;A;A;A;A;A;C;A;B;B
16008;2300832;210051493798;M;3;2;0;2;1.0;0;2101400.0;Balsas;MA;4.0;1.0;1.0;Balsas;21;1;1;1;1;583.5;631.3;586.4;568.1;1;1.0;160.0;200.0;180.0;180.0;180.0;900.0;F;E;D;C;4.0;M;B;B;C;B;B;B;B;B;B;A;A;A;B;A;B;D;A;A;B
16009;2301187;210051845460;F;1;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;562.9;667.2;608.3;543.7;0;1.0;140.0;180.0;120.0;140.0;120.0;700.0;F;F;D;D;3.0;M;D;C;E;B;A;B;B;B;A;B;A;A;B;A;A;E;B;C;B
16010;2301203;210051936917;M;1;2;0;2;1.0;0;2103604.0;CoroatÃ¡;MA;2.0;1.0;1.0;CoroatÃ¡;21;1;1;1;1;350.0;382.2;360.2;419.2;1;1.0;120.0;120.0;100.0;100.0;80.0;520.0;E;D;D;C;3.0;F;A;C;C;B;B;B;A;A;A;A;A;A;B;B;A;D;A;B;B
16012;2301846;210051741011;M;1;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;448.5;432.3;505.7;487.2;1;1.0;140.0;200.0;140.0;120.0;180.0;780.0;H;H;E;D;6.0;O;D;E;E;B;A;C;B;B;A;A;A;B;D;A;A;A;A;C;B
16013;2301979;210052375237;M;1;2;0;2;1.0;0;2101004.0;Arari;MA;2.0;1.0;1.0;Arari;21;1;1;1;1;370.6;361.3;445.1;401.0;0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;E;C;A;A;4.0;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;A
16015;2302349;210051185128;M;1;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;2.0;SÃ£o LuÃ­s;21;1;1;1;1;545.8;626.5;574.7;684.7;0;1.0;160.0;200.0;140.0;180.0;180.0;860.0;G;F;D;F;3.0;L;A;C;C;B;A;C;C;B;A;B;A;B;C;A;A;D;B;B;B
16016;2302370;210054408468;M;3;2;0;2;1.0;0;2103000.0;Caxias;MA;2.0;1.0;1.0;Caxias;21;1;1;1;1;512.4;513.3;405.7;560.5;0;1.0;140.0;120.0;120.0;140.0;140.0;660.0;C;B;A;A;4.0;C;A;B;D;A;A;B;A;A;A;A;A;A;C;A;A;C;A;A;B
16018;2302535;210051523576;F;1;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;471.0;503.3;505.3;615.4;0;1.0;120.0;140.0;120.0;160.0;120.0;660.0;E;F;D;D;5.0;J;D;E;E;C;A;D;C;B;B;B;A;B;E;A;B;E;A;D;B
16019;2302614;210052021099;F;3;2;0;2;1.0;0;2108603.0;Pinheiro;MA;2.0;1.0;1.0;Pinheiro;21;1;1;1;1;382.7;453.9;486.2;439.0;1;1.0;140.0;120.0;120.0;140.0;120.0;640.0;D;D;C;C;4.0;D;A;B;D;B;B;B;B;A;A;A;A;A;B;A;B;A;A;B;B
16021;2302992;210051672008;F;3;2;0;2;1.0;0;2107506.0;PaÃ§o do Lumiar;MA;2.0;1.0;1.0;PaÃ§o do Lumiar;21;1;1;1;1;413.8;495.2;460.1;521.5;1;1.0;140.0;120.0;140.0;140.0;160.0;700.0;E;E;D;B;3.0;I;A;C;C;B;A;B;B;B;A;A;A;A;B;A;A;D;A;C;B
16022;2303069;210054409518;M;1;2;0;2;1.0;0;2103000.0;Caxias;MA;2.0;1.0;1.0;Caxias;21;1;1;1;1;415.0;370.3;471.7;570.7;0;1.0;120.0;100.0;80.0;80.0;0.0;380.0;B;E;A;B;6.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
16023;2303294;210052227209;F;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;408.4;419.9;362.1;494.5;1;4.0;0.0;0.0;0.0;0.0;0.0;0.0;B;C;C;B;5.0;B;A;C;D;B;A;B;A;A;A;A;A;A;A;A;A;E;A;A;B
16024;2303296;210053549481;M;3;2;0;2;1.0;0;2111201.0;SÃ£o JosÃ© de Ribamar;MA;1.0;1.0;1.0;SÃ£o JosÃ© de Ribamar;21;1;1;1;1;429.9;504.9;497.7;537.3;0;1.0;120.0;140.0;120.0;120.0;80.0;580.0;H;E;F;D;4.0;D;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;A
16025;2303423;210052231487;F;1;2;0;2;1.0;0;2109551.0;Ribamar Fiquene;MA;2.0;1.0;1.0;Imperatriz;21;1;1;1;1;356.6;460.0;467.4;369.6;0;1.0;120.0;120.0;100.0;120.0;0.0;460.0;H;C;C;A;2.0;A;A;B;C;A;B;B;B;A;A;A;A;A;B;A;A;C;A;A;B
16026;2303771;210051834170;F;3;2;0;2;1.0;0;2107357.0;Nova Olinda do MaranhÃ£o;MA;2.0;1.0;1.0;Santa Luzia do ParuÃ¡;21;1;1;1;1;403.9;378.8;354.0;408.5;1;1.0;140.0;200.0;120.0;160.0;140.0;760.0;G;G;D;D;5.0;H;A;B;D;A;C;B;A;A;A;A;A;A;B;A;A;D;A;B;B
16027;2303932;210051930383;M;3;2;0;2;1.0;0;2103000.0;Caxias;MA;2.0;1.0;1.0;Caxias;21;1;1;1;1;431.8;466.7;494.9;492.0;0;1.0;120.0;120.0;120.0;120.0;160.0;640.0;H;E;F;C;3.0;B;A;B;C;B;A;B;A;B;A;B;A;A;B;A;A;C;A;B;B
16030;2304324;210054326734;M;1;2;0;2;1.0;0;2102309.0;Buriti Bravo;MA;2.0;1.0;1.0;Buriti Bravo;21;1;1;1;1;560.8;597.2;577.0;550.7;0;1.0;120.0;180.0;140.0;140.0;120.0;700.0;E;E;D;D;3.0;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B
16031;2304580;210051026432;F;3;2;0;2;1.0;0;2105989.0;Lajeado Novo;MA;2.0;1.0;1.0;Porto Franco;21;1;1;1;1;350.0;411.2;388.4;463.3;0;1.0;80.0;120.0;100.0;100.0;60.0;460.0;B;C;A;A;3.0;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
16032;2304609;210053671604;M;3;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;742.6;690.7;661.5;866.4;0;1.0;140.0;120.0;160.0;160.0;200.0;780.0;G;F;E;D;5.0;O;D;E;E;C;A;B;B;B;B;A;A;B;B;A;A;E;B;E;B
16033;2304626;210053980470;M;3;2;0;2;1.0;0;2111201.0;SÃ£o JosÃ© de Ribamar;MA;2.0;1.0;1.0;SÃ£o JosÃ© de Ribamar;21;1;1;1;1;483.1;543.3;460.9;449.5;0;1.0;100.0;120.0;100.0;120.0;60.0;500.0;D;E;B;C;3.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
16035;2305698;210051106265;F;3;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;432.5;463.3;430.3;492.6;0;1.0;120.0;120.0;120.0;140.0;100.0;600.0;E;E;D;D;4.0;L;A;C;D;B;B;B;B;B;A;A;A;B;B;A;A;D;A;B;B
16037;2305721;210051018446;F;0;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;2.0;SÃ£o LuÃ­s;21;1;1;1;1;387.7;569.1;500.5;494.6;0;1.0;160.0;200.0;160.0;160.0;120.0;800.0;H;F;D;E;4.0;E;C;E;E;D;A;C;B;A;A;B;A;A;E;A;B;E;B;C;B
16038;2305846;210054416686;M;1;2;0;2;1.0;0;2112803.0;Viana;MA;2.0;1.0;1.0;Viana;21;1;1;1;1;421.5;446.6;438.9;494.0;0;1.0;100.0;180.0;100.0;120.0;120.0;620.0;F;G;D;D;3.0;I;A;C;D;B;B;B;A;B;A;B;A;B;B;A;A;D;B;B;B
16039;2305984;210051941223;M;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;1.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;559.9;611.3;553.9;511.9;0;1.0;120.0;120.0;120.0;160.0;120.0;640.0;E;C;C;F;3.0;G;A;B;C;A;A;B;B;A;A;B;A;A;B;A;A;D;A;A;B
16040;2306007;210052522174;M;3;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;511.7;516.8;493.9;538.6;1;1.0;140.0;200.0;120.0;140.0;180.0;780.0;E;F;C;C;5.0;F;A;C;E;B;A;B;A;B;A;A;A;A;D;A;B;E;A;B;B
16041;2306015;210051443303;F;3;2;0;2;1.0;0;2108603.0;Pinheiro;MA;2.0;1.0;1.0;Pinheiro;21;1;1;1;1;451.8;379.0;383.8;369.6;1;1.0;100.0;80.0;100.0;120.0;60.0;460.0;B;E;A;A;8.0;B;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;D;A;B;B
16042;2306228;210051146336;M;3;2;0;2;1.0;0;2114007.0;ZÃ© Doca;MA;1.0;1.0;1.0;ZÃ© Doca;21;1;1;1;1;402.6;410.1;415.4;368.7;0;1.0;120.0;160.0;160.0;160.0;120.0;720.0;E;D;D;B;4.0;F;A;C;D;B;A;B;A;B;B;B;A;A;B;A;B;D;A;B;B
16043;2306298;210053797814;M;1;2;0;2;1.0;0;2105427.0;Itinga do MaranhÃ£o;MA;2.0;1.0;1.0;Itinga do MaranhÃ£o;21;1;1;1;1;396.8;466.5;390.0;448.4;0;1.0;100.0;120.0;100.0;120.0;80.0;520.0;C;E;A;C;4.0;C;A;C;C;A;B;B;A;B;B;B;A;A;B;A;A;E;A;A;B
16044;2306307;210052238969;M;3;2;0;2;1.0;0;2103604.0;CoroatÃ¡;MA;2.0;1.0;1.0;CoroatÃ¡;21;1;1;1;1;404.7;410.9;463.8;530.0;0;1.0;80.0;160.0;80.0;120.0;140.0;580.0;A;A;A;A;3.0;A;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
16046;2306481;210051956057;F;3;2;0;2;1.0;0;2101707.0;Barreirinhas;MA;2.0;1.0;1.0;Barreirinhas;21;1;1;1;1;454.8;386.6;471.4;441.0;0;1.0;80.0;120.0;80.0;120.0;120.0;520.0;A;E;F;A;5.0;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;A;A;A;A
16047;2306934;210051932319;F;3;2;0;2;1.0;0;2104099.0;Formosa da Serra Negra;MA;2.0;2.0;1.0;Formosa da Serra Negra;21;1;1;1;1;355.3;399.7;405.0;436.4;1;1.0;120.0;120.0;100.0;120.0;0.0;460.0;H;E;A;A;5.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
16049;2307072;210051927751;F;1;2;0;2;1.0;0;2111672.0;SÃ£o Roberto;MA;2.0;1.0;1.0;EsperantinÃ³polis;21;1;1;1;1;355.2;383.0;375.1;470.8;1;1.0;120.0;120.0;120.0;120.0;140.0;620.0;C;G;D;D;3.0;E;A;B;D;A;C;B;A;A;A;A;A;A;B;A;B;D;A;B;B
16050;2307122;210051145118;F;3;2;0;2;1.0;0;2105708.0;Lago da Pedra;MA;2.0;1.0;1.0;Lago da Pedra;21;1;1;1;1;416.7;386.2;447.4;507.8;0;1.0;100.0;120.0;100.0;120.0;0.0;440.0;H;D;A;A;5.0;B;A;B;D;A;C;B;A;A;A;A;A;A;B;A;A;E;A;A;A
16052;2307423;210053982059;F;2;2;0;2;1.0;0;2103257.0;CidelÃ¢ndia;MA;2.0;1.0;1.0;Imperatriz;21;1;1;1;1;498.6;588.5;491.3;433.7;1;1.0;120.0;120.0;100.0;100.0;80.0;520.0;B;B;C;B;8.0;B;A;C;D;A;C;B;B;B;A;B;A;A;B;A;A;D;A;A;B
16053;2307537;210053558645;F;3;2;0;2;1.0;0;2114007.0;ZÃ© Doca;MA;2.0;1.0;1.0;ZÃ© Doca;21;1;1;1;1;396.9;533.4;508.3;441.0;1;1.0;120.0;120.0;120.0;120.0;160.0;640.0;E;E;F;B;4.0;D;A;C;C;B;B;B;A;B;A;A;A;A;B;A;A;C;A;B;B
16055;2308046;210054407665;M;1;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;573.8;588.2;513.9;548.7;0;1.0;120.0;200.0;120.0;140.0;120.0;700.0;F;E;D;F;5.0;F;D;C;D;C;A;B;B;B;B;B;A;A;B;A;B;D;A;B;B
16056;2308117;210054415579;F;1;2;0;2;0.0;0;2112605.0;Urbano Santos;MA;2.0;1.0;1.0;Urbano Santos;21;1;1;1;1;398.5;506.3;458.8;432.6;1;1.0;100.0;120.0;120.0;120.0;140.0;600.0;E;E;A;A;5.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
16057;2308221;210051329931;M;3;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;535.2;565.8;492.6;510.5;1;1.0;140.0;140.0;120.0;140.0;160.0;700.0;D;E;B;B;3.0;E;A;B;D;B;A;B;A;B;A;A;A;A;C;A;A;C;A;A;B
16059;2308755;210052500987;F;2;2;0;2;1.0;0;2103000.0;Caxias;MA;2.0;1.0;1.0;Caxias;21;1;1;1;1;398.6;507.1;455.1;419.3;1;1.0;120.0;120.0;120.0;100.0;80.0;540.0;H;E;C;B;2.0;A;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
16060;2309060;210052790815;F;3;2;0;2;1.0;0;2106201.0;LuÃ­s Domingues;MA;2.0;1.0;1.0;Carutapera;21;1;1;1;1;453.4;481.6;515.8;476.2;1;1.0;100.0;120.0;80.0;80.0;100.0;480.0;E;E;A;A;3.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
