;Unnamed: 0;NU_INSCRICAO;TP_SEXO;TP_COR_RACA;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;NO_MUNICIPIO_PROVA;CO_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TP_LINGUA;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
20087;4135914;200003360464;F;3;2;0;2;2.0;0;2104800.0;GrajaÃº;MA;2.0;1.0;1.0;GrajaÃº;21;1;1;1;1;385.2;388.3;346.1;443.1;0;1.0;60.0;120.0;80.0;120.0;100.0;480.0;H;B;B;F;4.0;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;D;A;A;A
20090;4136889;200005864960;M;2;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;1.0;1.0;1.0;SÃ£o JosÃ© de Ribamar;21;1;1;1;1;391.3;591.8;519.5;669.2;0;1.0;80.0;120.0;120.0;100.0;120.0;540.0;E;E;A;B;4.0;B;A;B;C;A;A;B;B;A;A;A;A;A;B;A;A;C;A;A;A
20093;4137363;200004171898;M;3;2;0;2;1.0;0;2106003.0;Lima Campos;MA;2.0;1.0;1.0;Pedreiras;21;1;1;1;1;381.6;367.6;360.3;478.6;1;1.0;80.0;120.0;80.0;100.0;0.0;380.0;D;E;A;A;5.0;A;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
20096;4137909;200003006514;M;3;2;0;2;1.0;0;2101707.0;Barreirinhas;MA;2.0;1.0;1.0;Barreirinhas;21;1;1;1;1;435.4;365.6;448.8;563.9;1;1.0;120.0;60.0;60.0;100.0;40.0;380.0;E;E;C;A;4.0;C;A;C;D;A;A;B;A;B;A;A;A;A;B;A;B;C;A;A;A
20101;4138779;200005848753;F;3;2;0;2;1.0;0;2102325.0;Buriticupu;MA;2.0;1.0;1.0;Buriticupu;21;1;1;1;1;492.0;512.0;467.2;375.7;1;1.0;100.0;120.0;120.0;120.0;80.0;540.0;E;E;A;A;4.0;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
20104;4139384;200003136342;F;2;2;0;2;1.0;0;2103000.0;Caxias;MA;2.0;2.0;1.0;Caxias;21;1;1;1;1;398.4;513.8;489.0;374.4;1;6.0;0.0;0.0;0.0;0.0;0.0;0.0;B;A;A;A;6.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;A;A;A;A
20105;4139732;200006808568;F;3;2;0;2;1.0;0;2101707.0;Barreirinhas;MA;2.0;1.0;1.0;Barreirinhas;21;1;1;1;1;529.8;562.0;524.2;403.7;1;1.0;120.0;120.0;120.0;120.0;60.0;540.0;C;G;B;D;5.0;F;A;C;E;B;B;B;B;A;A;A;A;A;B;B;A;E;A;B;B
20106;4139880;200003280978;F;3;2;0;2;1.0;0;2103000.0;Caxias;MA;2.0;2.0;1.0;Caxias;21;1;1;1;1;409.6;491.4;422.6;494.9;1;1.0;60.0;40.0;40.0;60.0;60.0;260.0;B;B;A;A;5.0;B;A;A;C;A;A;B;A;A;A;A;A;A;B;A;A;A;A;A;A
20108;4140480;200003895564;M;3;2;0;2;1.0;0;2102903.0;Carutapera;MA;2.0;1.0;1.0;Carutapera;21;1;1;1;1;518.4;607.0;568.7;615.8;0;1.0;120.0;120.0;120.0;140.0;80.0;580.0;F;E;E;F;5.0;H;A;C;D;B;A;B;A;A;A;A;A;B;B;A;B;E;A;D;B
20109;4140768;200005950240;M;1;2;0;2;1.0;0;2103703.0;Cururupu;MA;2.0;1.0;1.0;Cururupu;21;1;1;1;1;364.4;458.4;434.7;444.7;1;1.0;80.0;120.0;100.0;100.0;40.0;440.0;G;E;D;D;5.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
20110;4140853;200001558859;M;1;2;0;2;1.0;0;2109007.0;Porto Franco;MA;2.0;1.0;1.0;Porto Franco;21;1;1;1;1;360.8;381.9;415.3;511.2;0;1.0;100.0;40.0;40.0;100.0;40.0;320.0;C;A;F;F;4.0;E;A;B;C;B;B;B;B;A;A;A;A;A;B;B;A;E;A;A;B
20115;4141369;200004594520;F;3;2;0;2;1.0;0;2103604.0;CoroatÃ¡;MA;2.0;1.0;1.0;CoroatÃ¡;21;1;1;1;1;414.9;424.6;517.6;364.1;1;1.0;120.0;180.0;120.0;120.0;200.0;740.0;A;E;A;B;7.0;C;A;B;C;A;B;B;A;A;A;B;A;A;B;A;A;C;A;A;B
20117;4141484;200003132515;F;1;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;591.2;621.5;611.6;680.6;0;1.0;120.0;120.0;120.0;140.0;180.0;680.0;E;F;D;D;3.0;L;B;D;D;B;A;B;B;B;B;B;A;A;C;A;A;D;A;B;B
20120;4141968;200003953963;F;2;2;0;2;1.0;0;2110237.0;Santana do MaranhÃ£o;MA;2.0;1.0;1.0;SÃ£o Bernardo;21;1;1;1;1;406.3;479.3;448.3;366.2;1;1.0;140.0;80.0;80.0;120.0;20.0;440.0;C;B;A;A;6.0;A;A;A;C;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;A
20121;4142055;200001842787;M;3;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o JosÃ© de Ribamar;21;1;1;1;1;547.7;432.8;572.9;667.6;1;1.0;120.0;40.0;40.0;120.0;40.0;360.0;E;E;E;D;4.0;N;A;C;D;C;C;B;A;B;A;B;A;A;E;A;A;E;A;B;B
20122;4142334;200003933765;F;3;2;0;2;1.0;0;2101202.0;Bacabal;MA;2.0;1.0;1.0;Bacabal;21;1;1;1;1;359.4;364.2;457.6;361.4;0;1.0;160.0;160.0;140.0;180.0;200.0;840.0;A;E;B;B;4.0;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;B;B
20123;4142613;200006836865;M;3;2;0;2;1.0;0;2104107.0;Fortaleza dos Nogueiras;MA;2.0;1.0;1.0;Balsas;21;1;1;1;1;386.6;405.0;391.0;382.6;1;1.0;120.0;100.0;100.0;80.0;0.0;400.0;B;G;A;D;5.0;F;A;B;C;B;A;B;B;B;A;A;A;A;B;A;A;E;A;B;B
20124;4142735;200004598386;M;3;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;436.5;528.3;534.6;471.8;0;1.0;80.0;140.0;100.0;100.0;120.0;540.0;F;G;C;E;3.0;J;B;C;E;C;A;B;B;B;A;A;A;A;C;B;B;E;A;C;B
20127;4143086;200002711005;F;3;2;0;2;1.0;0;2107357.0;Nova Olinda do MaranhÃ£o;MA;2.0;1.0;2.0;Santa Luzia do ParuÃ¡;21;1;1;1;1;390.5;366.4;364.6;449.1;1;1.0;120.0;120.0;120.0;120.0;20.0;500.0;B;B;A;A;5.0;A;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;A
20128;4143108;200006345192;M;1;2;0;3;1.0;0;2103802.0;Dom Pedro;MA;4.0;1.0;1.0;Dom Pedro;21;1;1;1;1;408.1;378.2;454.4;489.8;1;1.0;160.0;180.0;140.0;140.0;120.0;740.0;E;F;B;D;3.0;E;A;B;C;A;B;B;B;B;A;A;A;A;B;A;B;D;A;B;B
20129;4143175;200005313545;F;1;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;535.2;615.4;640.4;551.5;1;1.0;160.0;200.0;200.0;200.0;200.0;960.0;E;F;D;D;3.0;H;A;B;C;B;A;B;B;B;A;A;A;A;D;A;B;D;A;C;B
20130;4143176;200006640324;M;2;2;0;2;1.0;0;2106805.0;Mirinzal;MA;2.0;1.0;1.0;Mirinzal;21;1;1;1;1;364.9;379.1;334.1;394.8;0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;C;C;A;A;7.0;A;A;A;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
20133;4143555;200003035391;F;1;2;0;2;1.0;0;2105302.0;Imperatriz;MA;1.0;1.0;1.0;Imperatriz;21;1;1;1;1;591.8;620.1;662.8;609.4;0;1.0;80.0;200.0;100.0;100.0;160.0;640.0;E;G;F;D;2.0;G;A;C;D;B;A;B;B;B;A;A;A;A;B;A;A;C;A;B;B
20135;4143868;200005794397;F;0;2;0;3;1.0;0;2109908.0;Santa InÃªs;MA;4.0;1.0;1.0;Santa InÃªs;21;1;1;1;1;484.5;409.8;494.0;475.1;0;1.0;160.0;140.0;140.0;160.0;120.0;720.0;H;D;D;D;2.0;F;A;C;C;B;A;B;A;B;A;A;A;A;B;A;A;C;A;B;B
20137;4144051;200005572651;F;2;2;0;2;1.0;0;2103000.0;Caxias;MA;2.0;2.0;1.0;Caxias;21;1;1;1;1;367.7;367.2;313.7;448.8;1;1.0;80.0;80.0;100.0;80.0;0.0;340.0;B;B;A;A;6.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;A;A;A;A
20138;4144085;200006128219;F;3;2;0;2;1.0;0;2104008.0;EsperantinÃ³polis;MA;2.0;1.0;1.0;EsperantinÃ³polis;21;1;1;1;1;417.0;516.2;484.6;343.0;1;1.0;100.0;120.0;120.0;160.0;140.0;640.0;C;E;F;B;2.0;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
20139;4144466;200002275181;F;3;2;0;2;1.0;0;2111201.0;SÃ£o JosÃ© de Ribamar;MA;2.0;1.0;1.0;SÃ£o JosÃ© de Ribamar;21;1;1;1;1;346.7;462.0;508.2;398.0;0;1.0;120.0;120.0;100.0;80.0;0.0;420.0;B;B;A;A;4.0;C;A;B;B;A;B;B;B;A;A;A;A;A;B;B;A;E;A;A;A
20140;4144829;200006813269;M;2;2;0;2;1.0;0;2103703.0;Cururupu;MA;2.0;1.0;1.0;Cururupu;21;1;1;1;1;366.2;338.3;492.5;566.6;1;1.0;120.0;120.0;80.0;80.0;40.0;440.0;C;E;A;A;7.0;A;A;A;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
20141;4145397;200006441601;M;2;2;0;2;1.0;0;2105302.0;Imperatriz;MA;2.0;1.0;1.0;Imperatriz;21;1;1;1;1;461.5;390.3;552.3;550.9;0;1.0;100.0;40.0;40.0;120.0;40.0;340.0;A;E;F;B;4.0;C;A;C;D;A;A;B;B;B;B;B;B;A;A;A;A;C;A;A;B
20142;4145874;200001383362;F;3;2;0;2;1.0;0;2112803.0;Viana;MA;2.0;1.0;1.0;Viana;21;1;1;1;1;408.8;417.0;455.1;426.0;1;1.0;120.0;120.0;120.0;160.0;0.0;520.0;E;G;F;D;4.0;B;A;B;C;A;A;B;B;B;A;A;A;A;B;A;A;C;A;A;B
20143;4145924;200001664805;F;3;2;0;2;1.0;0;2111250.0;SÃ£o JosÃ© dos BasÃ­lios;MA;2.0;1.0;1.0;Presidente Dutra;21;1;1;1;1;334.3;365.0;429.6;452.9;1;1.0;120.0;120.0;120.0;120.0;40.0;520.0;C;D;A;B;3.0;B;A;B;C;B;B;B;A;A;A;A;A;A;B;B;A;B;A;A;A
20147;4146843;200002695604;F;3;2;0;3;1.0;0;2109908.0;Santa InÃªs;MA;4.0;1.0;1.0;Santa InÃªs;21;1;1;1;1;489.5;546.4;576.9;561.7;0;1.0;180.0;200.0;180.0;200.0;180.0;940.0;E;G;D;D;4.0;F;A;C;C;B;B;B;B;B;A;B;A;A;D;A;B;E;A;B;B
20148;4147103;200004040803;F;3;2;0;2;1.0;0;2101608.0;Barra do Corda;MA;1.0;1.0;1.0;Barra do Corda;21;1;1;1;1;469.4;451.7;510.0;481.0;0;1.0;120.0;40.0;40.0;120.0;40.0;360.0;C;D;D;B;2.0;B;A;B;D;A;A;B;B;A;A;A;A;A;B;A;A;C;A;A;B
20149;4147277;200002441792;M;3;2;0;2;1.0;0;2104800.0;GrajaÃº;MA;2.0;1.0;1.0;GrajaÃº;21;1;1;1;1;416.4;418.5;468.5;370.3;1;1.0;120.0;120.0;120.0;120.0;100.0;580.0;E;E;D;D;5.0;D;A;C;D;B;A;B;A;A;A;A;A;A;B;A;A;A;A;A;B
20151;4147617;200003004019;M;2;2;0;2;1.0;0;2101004.0;Arari;MA;4.0;1.0;1.0;Arari;21;1;1;1;1;582.4;614.6;566.1;566.2;0;1.0;120.0;60.0;60.0;80.0;0.0;320.0;D;D;F;D;6.0;B;A;B;D;B;A;B;B;A;A;A;A;A;B;A;A;D;A;A;B
20153;4147680;200001822246;F;0;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;610.7;548.8;563.8;473.9;0;1.0;120.0;120.0;120.0;120.0;60.0;540.0;H;H;D;F;4.0;H;A;C;D;B;A;B;B;B;A;B;A;A;C;B;B;D;A;D;B
20155;4148079;200005244015;F;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;454.2;386.5;437.0;513.5;1;1.0;120.0;120.0;80.0;120.0;40.0;480.0;C;E;D;D;3.0;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;A
20156;4148103;200001371513;M;1;2;0;3;1.0;0;2101400.0;Balsas;MA;4.0;1.0;1.0;Balsas;21;1;1;1;1;565.7;591.6;549.9;526.6;1;1.0;120.0;180.0;120.0;120.0;200.0;740.0;F;C;E;B;4.0;D;C;C;D;B;B;B;B;A;A;B;A;A;B;A;B;D;A;B;B
20157;4148495;200005297072;F;3;2;0;3;1.0;0;2103307.0;CodÃ³;MA;4.0;1.0;1.0;CodÃ³;21;1;1;1;1;405.5;390.2;536.9;426.1;1;1.0;120.0;120.0;120.0;140.0;120.0;620.0;E;F;E;D;4.0;F;D;C;C;B;C;B;B;A;A;A;A;A;C;A;B;D;A;B;B
20159;4148610;200005221034;M;3;2;0;2;1.0;0;2105401.0;Itapecuru Mirim;MA;2.0;1.0;1.0;Itapecuru Mirim;21;1;1;1;1;487.8;395.8;334.5;418.1;1;1.0;80.0;120.0;80.0;80.0;80.0;440.0;D;D;A;A;5.0;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
20160;4149007;200006210395;M;3;2;0;2;1.0;0;2113009.0;Vitorino Freire;MA;2.0;1.0;1.0;Vitorino Freire;21;1;1;1;1;497.7;506.4;472.2;529.1;1;1.0;180.0;140.0;160.0;180.0;140.0;800.0;H;E;F;E;7.0;C;A;B;C;B;A;B;A;A;A;A;A;A;B;A;B;D;A;A;B
20161;4149306;200002942154;F;2;2;0;2;1.0;0;2107605.0;PalmeirÃ¢ndia;MA;2.0;1.0;1.0;SÃ£o Bento;21;1;1;1;1;400.4;429.8;438.4;364.9;1;1.0;120.0;40.0;40.0;120.0;40.0;360.0;D;D;A;A;4.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
20162;4149369;200001412300;M;1;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;492.3;596.9;579.7;657.5;0;1.0;160.0;160.0;140.0;160.0;180.0;800.0;G;F;E;E;3.0;Q;B;E;D;C;A;B;B;B;A;B;B;B;E;B;B;D;B;D;B
20163;4149383;200004449459;F;3;2;0;3;1.0;0;2103802.0;Dom Pedro;MA;4.0;1.0;1.0;Dom Pedro;21;1;1;1;1;403.2;489.8;480.2;555.9;1;1.0;140.0;200.0;120.0;140.0;120.0;720.0;F;G;B;B;5.0;E;A;D;D;A;B;B;C;B;A;B;A;A;C;A;B;E;A;B;B
20164;4150004;200006116339;M;3;2;0;2;1.0;0;2106805.0;Mirinzal;MA;2.0;2.0;1.0;Mirinzal;21;1;1;1;1;401.6;397.6;326.8;336.8;0;1.0;100.0;40.0;40.0;80.0;40.0;300.0;E;E;B;C;5.0;C;A;B;C;A;B;B;B;A;A;A;A;A;B;A;A;C;A;A;B
20170;4151135;200004636353;F;3;2;0;2;1.0;0;2109007.0;Porto Franco;MA;2.0;1.0;1.0;TocantinÃ³polis;17;1;1;1;1;524.8;449.3;449.2;409.7;1;1.0;120.0;120.0;80.0;60.0;0.0;380.0;E;F;A;D;5.0;F;A;D;D;C;A;B;A;B;A;B;A;A;B;A;A;D;B;A;B
20172;4151338;200003323282;F;3;2;0;2;1.0;0;2105401.0;Itapecuru Mirim;MA;2.0;1.0;1.0;Itapecuru Mirim;21;1;1;1;1;487.1;458.6;510.5;432.4;1;1.0;120.0;40.0;40.0;100.0;40.0;340.0;D;D;A;A;5.0;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
20173;4151341;200006078976;F;3;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;598.6;624.7;554.4;552.0;0;1.0;120.0;120.0;120.0;140.0;120.0;620.0;F;F;E;E;3.0;M;A;C;C;B;A;B;B;B;A;A;A;A;D;B;A;D;A;D;B
20174;4151908;200005405692;M;2;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;350.7;514.7;436.4;465.1;1;1.0;120.0;40.0;40.0;120.0;40.0;360.0;B;B;B;B;4.0;A;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
20175;4152007;200006165112;F;1;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;1.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;580.9;559.7;590.3;685.2;0;1.0;160.0;200.0;160.0;180.0;180.0;880.0;G;G;D;D;5.0;J;A;C;C;B;A;B;A;B;A;B;A;A;B;A;A;E;A;C;B
20182;4152676;200006312432;M;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;2.0;2.0;SÃ£o LuÃ­s;21;1;1;1;1;402.1;517.9;457.4;459.1;1;1.0;120.0;120.0;120.0;120.0;100.0;580.0;B;E;B;B;7.0;C;A;C;D;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;A
20183;4152767;200006717824;F;1;2;0;2;1.0;0;2105302.0;Imperatriz;MA;1.0;1.0;1.0;Imperatriz;21;1;1;1;1;478.7;588.6;600.9;567.9;0;1.0;120.0;160.0;140.0;140.0;140.0;700.0;E;G;C;D;2.0;G;A;B;C;A;A;B;A;B;A;A;A;B;C;B;B;C;A;B;B
20184;4152812;200003111183;M;3;2;0;2;1.0;0;2102077.0;Bom Lugar;MA;2.0;1.0;1.0;Bacabal;21;1;1;1;1;476.9;375.1;331.4;369.7;1;1.0;80.0;80.0;80.0;80.0;100.0;420.0;B;C;A;A;4.0;B;A;B;D;A;B;B;B;A;A;A;A;A;B;A;A;D;A;A;B
20185;4152815;200001461885;M;2;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;Anajatuba;21;1;1;1;1;392.1;369.2;525.9;431.5;1;1.0;120.0;80.0;100.0;120.0;100.0;520.0;E;E;B;D;4.0;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
20187;4153008;200001590650;F;1;2;0;3;1.0;0;2105708.0;Lago da Pedra;MA;4.0;1.0;1.0;Lago da Pedra;21;1;1;1;1;376.7;483.3;457.5;403.0;0;1.0;100.0;120.0;120.0;120.0;140.0;600.0;C;D;C;C;4.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
20188;4153064;200002692631;M;3;2;0;2;1.0;0;2112100.0;Timbiras;MA;2.0;1.0;1.0;Timbiras;21;1;1;1;1;429.4;533.5;517.8;448.6;0;1.0;80.0;40.0;40.0;100.0;20.0;280.0;C;E;B;D;3.0;E;A;D;D;A;C;B;B;B;A;A;A;B;D;B;A;D;A;C;B
20191;4154119;200006360116;F;1;2;0;2;1.0;0;2112506.0;TutÃ³ia;MA;2.0;1.0;1.0;TutÃ³ia;21;1;1;1;1;424.4;507.9;547.7;359.1;0;1.0;120.0;40.0;40.0;120.0;40.0;360.0;A;C;A;A;4.0;A;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;A
20192;4154267;200004468495;F;3;2;0;2;1.0;0;2112209.0;Timon;MA;2.0;1.0;1.0;Timon;21;1;1;1;1;429.3;367.7;373.8;415.6;1;1.0;80.0;120.0;80.0;120.0;60.0;460.0;C;C;D;B;8.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
20194;4155001;200005581044;M;3;2;0;2;1.0;0;2111052.0;SÃ£o JoÃ£o do ParaÃ­so;MA;2.0;1.0;1.0;Porto Franco;21;1;1;1;1;531.5;546.2;488.2;448.5;0;1.0;80.0;40.0;40.0;100.0;40.0;300.0;D;D;B;B;3.0;B;A;B;B;A;A;B;B;A;A;A;A;A;B;A;A;B;A;A;A
20195;4155296;200003089798;M;3;2;0;2;1.0;0;2101202.0;Bacabal;MA;2.0;1.0;1.0;Bacabal;21;1;1;1;1;503.7;474.6;463.0;613.1;1;1.0;140.0;200.0;160.0;160.0;160.0;820.0;E;E;B;B;3.0;B;A;B;B;A;A;B;A;A;A;A;A;A;B;B;A;B;A;A;B
20197;4155442;200006290023;F;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;446.2;388.1;578.2;372.6;1;1.0;140.0;120.0;100.0;120.0;120.0;600.0;E;F;C;B;6.0;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;A
20198;4155550;200002800097;F;2;2;0;2;1.0;0;2108306.0;Penalva;MA;2.0;1.0;1.0;Penalva;21;1;1;1;1;416.4;355.8;397.8;419.1;1;1.0;80.0;40.0;120.0;80.0;80.0;400.0;B;E;A;A;5.0;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;A
20203;4156971;200006807159;M;0;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;531.9;459.8;542.3;706.6;0;1.0;160.0;160.0;160.0;200.0;160.0;840.0;G;G;D;D;4.0;F;A;C;C;B;A;B;B;B;A;B;A;A;C;A;A;C;A;B;B
20205;4157261;200004642605;M;1;2;0;2;1.0;0;2101202.0;Bacabal;MA;1.0;1.0;1.0;SÃ£o Mateus do MaranhÃ£o;21;1;1;1;1;463.0;548.7;548.5;631.7;0;1.0;120.0;140.0;120.0;100.0;120.0;600.0;G;E;D;D;4.0;G;A;B;C;B;B;B;A;A;A;B;A;A;C;B;B;E;A;B;B
20208;4158514;200002164441;M;1;2;0;2;1.0;0;2103208.0;Chapadinha;MA;2.0;1.0;1.0;Chapadinha;21;1;1;1;1;438.1;474.3;441.7;392.9;1;1.0;80.0;120.0;100.0;80.0;100.0;480.0;C;E;F;F;5.0;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;A
20210;4159100;200003408309;F;3;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;453.0;510.8;622.5;514.3;0;1.0;160.0;180.0;140.0;180.0;160.0;820.0;F;F;D;E;5.0;O;B;E;E;B;A;B;B;B;A;A;A;A;C;B;B;E;B;C;B
20211;4159363;200003077292;M;1;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;479.3;515.7;522.2;582.6;1;1.0;120.0;120.0;100.0;100.0;100.0;540.0;G;F;D;D;3.0;K;A;D;D;C;A;B;A;B;A;B;A;A;B;A;A;D;A;B;B
20216;4160527;200006760590;M;1;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;407.9;531.2;538.4;397.0;0;1.0;120.0;120.0;100.0;120.0;40.0;500.0;E;E;C;B;5.0;H;A;C;D;B;A;B;A;B;A;B;A;B;B;A;B;E;A;A;B
20218;4160890;200006446242;M;1;2;0;3;1.0;0;2101400.0;Balsas;MA;4.0;1.0;1.0;Balsas;21;1;1;1;1;520.4;370.3;430.8;735.7;1;1.0;140.0;120.0;160.0;140.0;160.0;720.0;C;F;D;D;5.0;J;B;C;D;C;A;B;B;B;A;B;A;A;C;A;B;E;B;B;B
20220;4161198;200004677035;F;3;2;0;2;1.0;0;2104800.0;GrajaÃº;MA;1.0;1.0;1.0;GrajaÃº;21;1;1;1;1;440.1;539.3;581.6;412.2;1;1.0;180.0;180.0;160.0;180.0;200.0;900.0;F;G;C;D;5.0;D;A;B;C;A;B;B;A;A;A;B;A;A;B;A;A;D;A;B;B
20223;4162273;200006835768;F;3;2;0;2;1.0;0;2103406.0;Coelho Neto;MA;2.0;1.0;1.0;Coelho Neto;21;1;1;1;1;459.1;425.2;428.2;439.6;1;1.0;120.0;120.0;120.0;140.0;140.0;640.0;B;D;A;A;5.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
20227;4162604;200003842538;F;3;2;0;2;0.0;0;2105302.0;Imperatriz;MA;2.0;1.0;1.0;Imperatriz;21;1;1;1;1;524.4;382.9;488.0;438.8;1;1.0;100.0;40.0;60.0;80.0;40.0;320.0;H;C;C;B;3.0;B;A;B;B;A;A;B;A;A;A;A;A;A;B;B;A;D;A;A;B
20229;4162982;200004483849;F;1;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;2.0;SÃ£o LuÃ­s;21;1;1;1;1;608.7;500.9;557.9;582.0;1;1.0;160.0;200.0;160.0;160.0;180.0;860.0;D;G;D;D;4.0;G;A;D;D;B;A;B;B;B;B;A;A;A;D;A;A;E;A;A;B
20230;4163126;200003692124;M;2;2;0;3;1.0;0;2103307.0;CodÃ³;MA;4.0;1.0;1.0;CodÃ³;21;1;1;1;1;489.9;451.5;436.2;447.4;1;1.0;80.0;120.0;80.0;120.0;120.0;520.0;F;G;E;E;5.0;E;A;C;D;B;A;B;B;B;A;B;A;A;C;A;B;E;A;A;B
20231;4163170;200004139035;F;3;2;0;2;0.0;0;2107506.0;PaÃ§o do Lumiar;MA;2.0;1.0;1.0;PaÃ§o do Lumiar;21;1;1;1;1;468.6;518.0;550.5;558.1;1;1.0;120.0;120.0;100.0;120.0;100.0;560.0;H;D;F;A;4.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
20235;4164192;200006479921;F;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;384.3;476.8;519.7;542.5;0;1.0;120.0;120.0;120.0;120.0;80.0;560.0;E;E;C;B;4.0;E;A;B;C;B;B;B;A;A;A;A;A;A;B;A;A;E;A;B;B
