;Unnamed: 0;NU_INSCRICAO;TP_SEXO;TP_COR_RACA;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;NO_MUNICIPIO_PROVA;CO_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TP_LINGUA;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
966;152979;200002463043;M;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;493.1;505.4;508.8;478.3;0;1.0;120.0;160.0;120.0;120.0;120.0;640.0;D;D;B;B;4.0;B;A;B;C;A;A;B;A;A;A;A;A;B;B;B;B;D;B;A;B
967;153063;200004077791;F;3;2;0;2;1.0;0;2108256.0;Pedro do RosÃ¡rio;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;362.2;412.8;483.5;403.8;0;1.0;80.0;40.0;40.0;80.0;40.0;280.0;A;H;A;A;4.0;A;A;B;C;A;A;B;A;A;A;A;A;A;B;B;B;B;A;A;B
968;153085;200005859998;M;3;2;0;2;1.0;0;2109007.0;Porto Franco;MA;2.0;1.0;2.0;Porto Franco;21;1;1;1;1;580.4;575.9;593.8;503.5;0;1.0;120.0;40.0;60.0;100.0;40.0;360.0;B;B;C;A;4.0;B;A;B;C;A;A;B;B;A;A;B;A;A;B;A;A;C;A;A;B
969;153336;200004035027;F;1;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;1.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;361.5;404.7;529.8;329.5;1;1.0;120.0;120.0;120.0;120.0;100.0;580.0;E;F;B;B;3.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;B;A;B
970;153363;200004850178;F;1;2;0;2;1.0;0;2101103.0;AxixÃ¡;MA;2.0;2.0;1.0;Icatu;21;1;1;1;1;478.9;354.2;478.9;345.4;1;1.0;140.0;120.0;120.0;120.0;100.0;600.0;E;E;B;A;4.0;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;A
971;153469;200004829974;M;2;2;0;2;1.0;0;2100204.0;AlcÃ¢ntara;MA;1.0;1.0;1.0;AlcÃ¢ntara;21;1;1;1;1;434.7;374.0;441.5;378.3;1;1.0;100.0;40.0;40.0;100.0;0.0;280.0;C;B;A;A;5.0;A;A;B;C;A;A;B;B;A;A;A;A;A;B;B;A;B;A;A;A
972;153478;200003019469;F;1;2;0;2;1.0;0;2104107.0;Fortaleza dos Nogueiras;MA;2.0;1.0;1.0;Formosa da Serra Negra;21;1;1;1;1;362.6;396.4;368.9;335.7;1;1.0;100.0;40.0;40.0;120.0;20.0;320.0;A;B;A;A;5.0;A;A;A;C;A;A;A;B;A;A;A;A;A;B;A;A;B;A;A;A
974;153609;200002356087;F;2;2;0;2;1.0;0;2111508.0;SÃ£o Mateus do MaranhÃ£o;MA;2.0;1.0;1.0;SÃ£o Mateus do MaranhÃ£o;21;1;1;1;1;393.9;362.3;361.0;356.0;0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;D;A;A;A;4.0;B;A;B;D;A;B;B;A;A;A;A;A;A;B;A;A;D;A;A;A
976;153997;200006725457;F;3;2;0;2;1.0;0;2109908.0;Santa InÃªs;MA;2.0;1.0;1.0;Santa InÃªs;21;1;1;1;1;495.6;502.9;482.8;416.4;1;1.0;100.0;100.0;100.0;140.0;140.0;580.0;E;E;A;B;4.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
977;154289;200001767161;F;2;2;0;2;1.0;0;2109239.0;Presidente MÃ©dici;MA;2.0;1.0;1.0;Santa Luzia do ParuÃ¡;21;1;1;1;1;584.8;580.6;566.9;537.6;0;1.0;160.0;200.0;160.0;200.0;180.0;900.0;B;G;A;D;5.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
978;154350;200004578291;M;2;2;0;2;1.0;0;2101608.0;Barra do Corda;MA;2.0;1.0;1.0;Barra do Corda;21;1;1;1;1;473.2;572.0;461.5;394.7;1;1.0;140.0;160.0;140.0;160.0;120.0;720.0;D;C;B;B;3.0;B;A;B;C;A;B;B;B;A;A;B;A;A;B;A;A;A;A;A;B
979;154371;200003008479;M;1;2;0;3;1.0;0;2111201.0;SÃ£o JosÃ© de Ribamar;MA;4.0;2.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;619.1;638.0;542.7;802.2;0;1.0;160.0;180.0;180.0;200.0;200.0;920.0;G;E;E;D;6.0;M;D;C;D;B;A;B;A;B;B;A;A;B;C;B;B;E;B;D;B
981;154428;200001574449;F;3;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;542.4;638.3;601.3;705.3;0;1.0;200.0;200.0;200.0;200.0;160.0;960.0;G;G;D;D;4.0;M;A;C;C;B;A;B;A;A;A;A;A;A;B;A;B;E;A;B;B
984;154869;200004355044;F;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;421.0;546.1;563.9;555.5;0;1.0;160.0;160.0;140.0;140.0;100.0;700.0;H;H;F;D;4.0;D;A;B;C;A;A;B;A;A;A;A;A;A;A;A;A;A;A;A;B
985;155100;200002907765;F;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;562.7;580.8;561.3;657.8;0;1.0;160.0;120.0;180.0;160.0;120.0;740.0;H;G;F;D;2.0;C;A;B;C;A;A;B;B;B;A;A;A;A;C;A;A;C;A;B;A
987;155164;200006292416;M;1;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;556.4;547.0;524.5;607.6;0;1.0;160.0;200.0;160.0;200.0;200.0;920.0;E;E;C;C;3.0;C;A;B;C;A;A;B;A;A;A;A;A;A;B;B;A;D;A;B;A
988;155174;200003799993;M;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;527.6;464.0;561.3;480.3;0;1.0;120.0;100.0;100.0;100.0;140.0;560.0;C;E;C;B;4.0;C;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;A;A;A;A
989;155298;200002234362;F;1;2;0;2;1.0;0;2105302.0;Imperatriz;MA;2.0;1.0;1.0;Imperatriz;21;1;1;1;1;556.9;509.8;546.7;568.2;0;1.0;100.0;120.0;100.0;120.0;80.0;520.0;F;F;E;D;6.0;L;A;C;D;C;A;B;B;A;A;B;A;B;D;B;B;E;A;C;B
990;155628;200003063825;F;3;2;0;2;1.0;0;2101400.0;Balsas;MA;2.0;1.0;1.0;Balsas;21;1;1;1;1;523.5;511.0;552.5;517.1;0;1.0;120.0;120.0;120.0;120.0;120.0;600.0;E;E;D;B;5.0;E;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;D;A;A;B
992;155708;200005241881;M;1;2;0;2;1.0;0;2109007.0;Porto Franco;MA;1.0;1.0;1.0;TocantinÃ³polis;17;1;1;1;1;486.7;625.1;586.6;669.5;0;1.0;160.0;200.0;160.0;160.0;180.0;860.0;E;G;D;D;3.0;J;A;B;C;B;B;B;A;B;A;A;A;A;B;A;A;D;A;C;B
993;155711;200003133914;F;3;2;0;2;1.0;0;2101400.0;Balsas;MA;2.0;1.0;1.0;Balsas;21;1;1;1;1;508.6;534.6;558.7;548.5;1;1.0;140.0;180.0;160.0;200.0;200.0;880.0;D;E;C;C;5.0;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;D;A;A;B
994;155941;200004570827;M;3;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;348.2;469.6;495.3;452.7;0;1.0;100.0;140.0;120.0;120.0;140.0;620.0;H;E;B;B;5.0;F;A;B;D;B;A;B;B;B;B;A;A;A;B;B;B;E;B;B;B
995;156099;200003595082;M;4;2;0;2;1.0;0;2109106.0;Presidente Dutra;MA;2.0;2.0;1.0;Presidente Dutra;21;1;1;1;1;548.8;616.5;612.6;554.8;1;1.0;160.0;200.0;140.0;180.0;200.0;880.0;H;F;F;C;4.0;C;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;D;A;A;B
996;156146;200003835997;M;1;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;444.8;416.7;453.1;527.9;0;1.0;160.0;200.0;180.0;160.0;180.0;880.0;E;E;B;B;3.0;A;A;A;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
997;156345;200002098830;M;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;463.4;527.1;431.4;537.8;0;1.0;140.0;120.0;120.0;120.0;120.0;620.0;H;E;B;D;4.0;C;A;B;C;A;A;B;B;B;A;B;A;A;C;A;A;E;A;B;B
998;156506;200001456896;F;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;433.4;491.7;487.7;377.3;1;1.0;120.0;120.0;120.0;80.0;40.0;480.0;C;D;B;B;2.0;B;A;B;C;A;A;B;A;A;A;B;A;A;B;A;A;C;A;A;A
999;156519;200003427784;F;1;2;0;3;1.0;0;2109106.0;Presidente Dutra;MA;4.0;1.0;1.0;Presidente Dutra;21;1;1;1;1;494.5;572.5;567.5;588.2;1;1.0;160.0;200.0;160.0;180.0;160.0;860.0;D;C;D;D;4.0;J;A;B;C;B;C;B;C;B;A;A;A;A;C;B;B;E;A;C;B
1000;156886;200001706006;F;3;2;0;2;1.0;0;2109908.0;Santa InÃªs;MA;2.0;1.0;1.0;Santa InÃªs;21;1;1;1;1;405.6;541.6;540.8;450.1;1;1.0;100.0;120.0;100.0;80.0;100.0;500.0;E;C;A;A;4.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
1001;157053;200005283665;M;3;2;0;2;1.0;0;2101202.0;Bacabal;MA;2.0;1.0;1.0;Bacabal;21;1;1;1;1;560.8;521.7;481.9;453.9;1;1.0;100.0;120.0;120.0;120.0;160.0;620.0;A;B;A;A;3.0;B;A;B;C;A;B;B;B;A;A;A;A;A;B;A;A;D;A;B;B
1002;157086;200006341575;M;3;2;0;2;1.0;0;2111706.0;SÃ£o Vicente Ferrer;MA;2.0;1.0;1.0;SÃ£o Vicente Ferrer;21;1;1;1;1;397.3;433.7;451.9;367.5;1;1.0;100.0;120.0;120.0;100.0;60.0;500.0;G;E;D;B;4.0;C;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;B;B;A
1004;157286;200006489065;F;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;400.9;390.5;377.7;365.8;1;1.0;80.0;120.0;80.0;80.0;120.0;480.0;D;E;B;B;5.0;B;B;B;D;A;A;B;A;B;A;A;A;A;B;B;A;B;A;A;B
1005;157350;200001941312;F;2;2;0;2;1.0;0;2112209.0;Timon;MA;2.0;1.0;1.0;Timon;21;1;1;1;1;367.4;452.5;470.0;480.2;1;1.0;80.0;120.0;100.0;120.0;80.0;500.0;B;G;F;D;2.0;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
1006;157434;200006533810;F;2;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;472.6;605.9;571.7;599.5;1;1.0;140.0;40.0;160.0;120.0;120.0;580.0;E;E;B;D;10.0;C;A;C;D;A;A;B;B;B;A;A;A;A;D;B;B;D;A;B;B
1007;158341;200005126296;F;3;2;0;2;1.0;0;2106607.0;MatÃµes;MA;2.0;1.0;1.0;Parnarama;21;1;1;1;1;568.1;599.8;576.6;473.7;1;1.0;140.0;200.0;140.0;160.0;200.0;840.0;D;H;B;B;4.0;B;A;B;D;B;B;B;A;A;A;A;A;A;B;A;A;D;A;A;B
1009;158557;200005589076;F;2;2;0;2;1.0;0;2105500.0;JoÃ£o Lisboa;MA;2.0;1.0;1.0;JoÃ£o Lisboa;21;1;1;1;1;457.5;538.9;506.9;410.1;1;1.0;100.0;120.0;120.0;120.0;80.0;540.0;H;B;F;B;6.0;D;A;B;D;A;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B
1010;158801;200005799968;F;3;2;0;3;1.0;0;2105302.0;Imperatriz;MA;4.0;1.0;1.0;Imperatriz;21;1;1;1;1;609.5;490.9;581.4;727.3;1;1.0;180.0;200.0;180.0;200.0;200.0;960.0;F;F;D;D;5.0;K;B;D;D;B;A;B;A;B;A;B;A;A;C;A;B;D;A;C;B
1011;158865;200006360975;F;3;2;0;2;1.0;0;2103802.0;Dom Pedro;MA;4.0;1.0;1.0;Dom Pedro;21;1;1;1;1;572.4;627.5;646.1;675.2;0;1.0;160.0;160.0;160.0;160.0;160.0;800.0;C;E;B;B;4.0;B;A;C;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
1012;159068;200006234914;F;3;2;0;2;1.0;0;2107506.0;PaÃ§o do Lumiar;MA;2.0;1.0;1.0;PaÃ§o do Lumiar;21;1;1;1;1;425.0;387.7;446.4;580.0;0;1.0;80.0;120.0;100.0;80.0;100.0;480.0;E;F;A;D;10.0;E;A;C;D;A;A;B;A;A;A;A;A;A;C;A;A;E;A;A;B
1013;159089;200002570209;F;1;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;546.7;587.5;542.7;576.9;1;1.0;160.0;200.0;160.0;160.0;200.0;880.0;G;G;E;E;3.0;M;B;C;D;C;A;B;B;B;A;B;A;A;C;A;B;D;A;C;B
1014;159178;200004763260;F;3;2;0;2;0.0;0;2103307.0;CodÃ³;MA;2.0;1.0;1.0;CodÃ³;21;1;1;1;1;383.9;409.2;460.8;341.7;1;1.0;120.0;120.0;120.0;120.0;100.0;580.0;C;C;B;A;5.0;B;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
1015;159199;200004255569;F;3;2;0;2;1.0;0;2109551.0;Ribamar Fiquene;MA;2.0;1.0;1.0;Imperatriz;21;1;1;1;1;402.4;387.0;528.8;388.5;1;1.0;140.0;120.0;120.0;140.0;160.0;680.0;F;F;D;D;3.0;G;A;C;C;B;A;C;A;A;A;A;A;A;B;A;A;C;A;B;B
1018;159777;200003091242;M;3;2;0;2;1.0;0;2106508.0;Matinha;MA;2.0;1.0;1.0;Matinha;21;1;1;1;1;498.0;480.2;382.4;423.9;1;1.0;80.0;160.0;60.0;80.0;40.0;420.0;E;G;A;D;4.0;G;A;C;C;B;A;B;A;A;A;B;A;A;B;B;B;B;A;A;A
1019;159934;200002833275;F;3;2;0;2;1.0;0;2112209.0;Timon;MA;2.0;1.0;1.0;Timon;21;1;1;1;1;387.0;521.4;500.6;345.8;1;1.0;120.0;120.0;120.0;120.0;80.0;560.0;E;E;B;B;3.0;B;A;B;C;B;B;B;A;A;A;A;A;A;B;A;A;C;A;A;A
1020;160243;200002385603;M;0;2;0;2;1.0;0;2101731.0;BelÃ¡gua;MA;2.0;1.0;1.0;Urbano Santos;21;1;1;1;1;389.9;404.2;525.1;503.1;1;1.0;100.0;40.0;40.0;100.0;40.0;320.0;E;C;D;A;6.0;C;A;B;D;A;B;B;A;A;A;A;A;A;B;B;B;E;A;A;A
1023;160776;200002808631;F;3;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;597.6;730.8;625.0;770.2;0;1.0;180.0;200.0;200.0;200.0;200.0;980.0;G;G;E;E;6.0;Q;D;E;E;D;A;B;C;B;A;C;A;A;E;A;B;E;A;D;B
1024;160847;200001698006;M;3;2;0;2;1.0;0;2104602.0;Governador EugÃªnio Barros;MA;2.0;1.0;1.0;Presidente Dutra;21;1;1;1;1;562.3;578.1;579.3;463.6;1;1.0;160.0;160.0;180.0;140.0;120.0;760.0;A;B;B;A;7.0;A;A;A;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
1025;161043;200006635863;M;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;1.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;535.8;498.0;511.6;428.4;1;1.0;120.0;40.0;40.0;140.0;40.0;380.0;E;C;F;B;3.0;A;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
1026;161303;200004103153;F;1;2;0;2;1.0;0;2103208.0;Chapadinha;MA;2.0;1.0;1.0;Chapadinha;21;1;1;1;1;409.6;575.9;469.3;356.8;0;1.0;120.0;140.0;120.0;120.0;180.0;680.0;C;C;A;A;6.0;B;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
1027;161356;200006197277;M;1;2;0;2;1.0;0;2104107.0;Fortaleza dos Nogueiras;MA;2.0;1.0;1.0;Balsas;21;1;1;1;1;445.1;432.8;420.9;391.1;0;1.0;80.0;120.0;100.0;120.0;100.0;520.0;B;B;A;A;4.0;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A
1029;161774;200001203324;M;3;2;0;2;1.0;0;2103000.0;Caxias;MA;1.0;2.0;1.0;Caxias;21;1;1;1;1;515.2;508.6;561.2;608.8;0;1.0;120.0;200.0;120.0;120.0;120.0;680.0;E;E;B;D;5.0;C;A;B;C;A;B;B;A;A;A;A;A;A;B;B;A;E;A;B;B
1030;161809;200003200970;M;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;419.1;442.9;501.6;446.4;1;1.0;120.0;100.0;80.0;80.0;0.0;380.0;E;D;C;B;4.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;B;B
1033;162918;200004366823;M;3;2;0;2;1.0;0;2109809.0;Santa Helena;MA;2.0;1.0;1.0;Santa Helena;21;1;1;1;1;418.9;402.7;483.5;544.3;1;1.0;140.0;120.0;120.0;100.0;100.0;580.0;E;E;B;B;5.0;B;A;B;C;A;A;B;B;A;A;A;A;A;B;A;A;C;A;A;A
1034;162949;200001077723;M;2;2;0;2;1.0;0;2103604.0;CoroatÃ¡;MA;4.0;1.0;1.0;CoroatÃ¡;21;1;1;1;1;555.9;550.0;477.3;559.0;1;1.0;120.0;140.0;120.0;160.0;120.0;660.0;E;E;C;B;3.0;B;A;B;D;A;B;B;A;A;A;B;A;A;B;B;A;D;A;A;B
1035;163247;200006036218;F;1;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;412.5;482.4;493.2;479.7;1;1.0;120.0;40.0;40.0;80.0;40.0;320.0;E;D;A;A;4.0;A;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;A;A;A;B
1036;163326;200003131298;F;3;2;0;2;1.0;0;2100055.0;AÃ§ailÃ¢ndia;MA;1.0;1.0;1.0;AÃ§ailÃ¢ndia;21;1;1;1;1;416.5;443.3;409.7;413.9;1;1.0;120.0;200.0;160.0;200.0;200.0;880.0;E;E;B;B;4.0;B;A;B;D;B;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B
1038;163638;200002686014;F;1;2;0;3;1.0;0;2105302.0;Imperatriz;MA;4.0;1.0;1.0;Imperatriz;21;1;1;1;1;508.5;616.5;596.5;557.6;0;1.0;120.0;160.0;120.0;140.0;140.0;680.0;D;G;D;D;3.0;I;A;B;C;A;B;B;A;B;A;A;A;A;B;A;B;D;B;C;B
1039;163934;200001270439;F;1;2;0;2;1.0;0;2108900.0;PoÃ§Ã£o de Pedras;MA;2.0;1.0;1.0;EsperantinÃ³polis;21;1;1;1;1;396.8;419.4;473.8;374.2;1;1.0;120.0;120.0;80.0;120.0;80.0;520.0;E;D;F;F;4.0;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
1040;163952;200002315765;F;3;2;0;2;1.0;0;2103703.0;Cururupu;MA;2.0;1.0;1.0;Cururupu;21;1;1;1;1;452.6;403.6;499.4;390.9;1;1.0;120.0;120.0;120.0;140.0;120.0;620.0;D;E;A;A;4.0;B;A;B;B;A;A;B;A;A;A;A;A;A;B;B;A;C;A;A;A
1042;164497;200005170179;F;1;2;0;2;1.0;0;2112209.0;Timon;MA;2.0;1.0;1.0;Timon;21;1;1;1;1;431.5;552.3;458.2;401.2;1;1.0;100.0;120.0;120.0;120.0;80.0;540.0;B;E;C;B;3.0;B;A;B;B;A;A;B;A;A;A;A;A;A;B;B;A;B;A;A;B
1043;164579;200006481787;M;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;475.2;347.7;377.8;347.0;0;1.0;80.0;120.0;80.0;80.0;60.0;420.0;E;D;C;B;2.0;C;A;B;C;B;B;B;A;B;B;A;A;A;C;B;B;D;A;B;B
1044;164776;200006554743;F;1;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;414.4;401.7;424.3;387.5;0;1.0;120.0;120.0;120.0;120.0;60.0;540.0;G;F;E;D;5.0;L;D;E;E;C;A;B;B;B;A;A;A;A;C;A;B;E;A;C;B
1046;165027;200006171032;F;3;2;0;2;1.0;0;2112209.0;Timon;MA;2.0;1.0;1.0;Timon;21;1;1;1;1;414.1;542.1;537.1;370.7;1;1.0;160.0;120.0;120.0;140.0;100.0;640.0;E;E;D;F;3.0;B;A;B;D;B;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
1047;165127;200003411815;M;3;2;0;2;1.0;0;2103307.0;CodÃ³;MA;1.0;2.0;1.0;CodÃ³;21;1;1;1;1;466.8;551.4;516.3;450.5;1;1.0;120.0;120.0;120.0;120.0;120.0;600.0;C;B;B;A;4.0;C;A;B;C;A;A;B;B;A;A;A;A;A;B;A;A;B;A;A;B
1048;165340;200002755097;F;3;2;0;2;0.0;0;2109908.0;Santa InÃªs;MA;2.0;1.0;1.0;Santa InÃªs;21;1;1;1;1;487.6;461.4;466.1;456.9;1;1.0;120.0;120.0;100.0;100.0;80.0;520.0;B;B;C;B;8.0;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;A
1049;165463;200004228674;F;3;2;0;2;1.0;0;2112704.0;Vargem Grande;MA;2.0;1.0;1.0;Vargem Grande;21;1;1;1;1;436.4;467.6;504.6;557.3;1;1.0;120.0;140.0;120.0;120.0;160.0;660.0;B;B;A;A;7.0;B;A;B;D;A;B;B;B;A;A;A;A;A;B;A;A;C;A;A;B
1051;165561;200006163003;M;3;2;0;2;1.0;0;2109908.0;Santa InÃªs;MA;1.0;1.0;1.0;Santa InÃªs;21;1;1;1;1;504.3;511.4;525.7;465.7;1;1.0;120.0;40.0;40.0;120.0;40.0;360.0;E;E;D;B;4.0;C;A;B;D;B;B;B;A;A;A;B;A;A;B;A;A;D;A;A;B
1052;165712;200005008364;F;3;2;0;2;1.0;0;2108207.0;Pedreiras;MA;2.0;1.0;1.0;Pedreiras;21;1;1;1;1;609.7;606.6;615.0;692.8;0;1.0;160.0;200.0;200.0;200.0;160.0;920.0;E;F;B;D;4.0;G;A;C;D;B;B;B;A;B;A;A;A;A;B;B;A;D;A;B;B
1053;165818;200005639160;F;1;2;0;2;1.0;0;2103208.0;Chapadinha;MA;2.0;1.0;1.0;Chapadinha;21;1;1;1;1;470.4;474.8;514.4;425.5;1;1.0;120.0;160.0;120.0;120.0;120.0;640.0;D;F;B;B;3.0;A;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
1054;165979;200004850558;F;1;2;0;2;1.0;0;2103174.0;Centro Novo do MaranhÃ£o;MA;2.0;1.0;1.0;MaracaÃ§umÃ©;21;1;1;1;1;355.1;499.9;321.3;369.3;0;1.0;80.0;80.0;80.0;80.0;80.0;400.0;B;E;A;A;5.0;B;A;B;D;A;B;B;A;B;A;A;A;A;B;A;B;B;A;A;B
1055;166133;200002637441;M;1;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;590.1;650.6;527.9;687.5;0;1.0;160.0;120.0;200.0;180.0;160.0;820.0;E;E;D;D;3.0;C;A;D;D;B;A;B;B;B;A;B;A;A;C;A;A;D;A;C;B
1056;166216;200001801291;F;3;2;0;2;1.0;0;2105302.0;Imperatriz;MA;2.0;1.0;1.0;Imperatriz;21;1;1;1;1;483.6;567.2;555.2;501.9;0;1.0;140.0;180.0;140.0;160.0;160.0;780.0;D;E;D;B;4.0;D;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B
1057;166362;200001786585;F;3;2;0;2;1.0;0;2111763.0;Senador La Rocque;MA;2.0;1.0;1.0;JoÃ£o Lisboa;21;1;1;1;1;480.0;441.1;490.8;425.4;0;1.0;100.0;140.0;100.0;120.0;60.0;520.0;A;B;A;A;4.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
1059;166386;200001927376;F;3;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;398.8;462.6;496.2;657.0;1;1.0;160.0;200.0;200.0;180.0;200.0;940.0;E;D;D;D;3.0;D;A;B;C;A;A;B;B;A;A;A;A;A;B;A;B;C;A;B;B
1060;166841;200003728460;F;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;419.0;522.6;524.7;526.3;0;1.0;140.0;120.0;120.0;120.0;80.0;580.0;C;D;C;A;5.0;B;A;A;C;A;A;B;A;A;A;A;A;A;B;B;A;D;A;A;A
1061;166894;200001353447;M;3;2;0;2;1.0;0;2104800.0;GrajaÃº;MA;2.0;1.0;1.0;GrajaÃº;21;1;1;1;1;619.3;592.3;562.4;623.2;1;1.0;160.0;200.0;180.0;200.0;180.0;920.0;B;D;A;A;5.0;C;A;B;D;A;A;B;B;A;A;A;A;A;B;B;A;C;A;A;B
1062;166948;200003702033;F;4;2;0;2;1.0;0;2109908.0;Santa InÃªs;MA;2.0;1.0;1.0;Santa InÃªs;21;1;1;1;1;497.0;514.8;534.3;505.3;1;1.0;120.0;40.0;40.0;120.0;40.0;360.0;E;E;C;D;2.0;C;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;C;A;B;B
